uid,strict_status,priority,make,model_as_supplied,asset_title,year_evidence,generation_evidence,visual_trim_evidence,body_style_evidence,faces,likes,metadata_score,duplicate_count,duplicate_rank,creator,licence_recorded,licence_status,commercial_gate,source_page,download_api_endpoint,source_origin,source_uid_valid,visual_qc,glass_qc,interior_qc,pbr_qc,scale_qc,live_link_check,final_publish,decision_reason
e3a7e0c418584b55b6fae696a3a229db,PRIORITY B,Manual metadata/visual review,Hyundai,Hyundai Ioniq,Hyundai Ioniq 6,,,,Hatchback/Car,1499934,0,72,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/e3a7e0c418584b55b6fae696a3a229db,https://sketchfab.com/models/e3a7e0c418584b55b6fae696a3a229db/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
66de520de93249f385f09841ab4ae158,PRIORITY A,First QC queue,Hyundai,Hyundai Ioniq,Hyundai Ioniq 2018,2018,,,Hatchback/Car,540422,7,84,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/66de520de93249f385f09841ab4ae158,https://sketchfab.com/models/66de520de93249f385f09841ab4ae158/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
b2fca33744e44313b2330044b4b87d01,PRIORITY A,First QC queue,Hyundai,Hyundai Ioniq,2022+ Hyundai+IONIQ+5,2022,,,Hatchback/Car,939270,6,83,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/b2fca33744e44313b2330044b4b87d01,https://sketchfab.com/models/b2fca33744e44313b2330044b4b87d01/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
8d16325eb7974a948627b3cd77f30f52,PRIORITY A,First QC queue,Hyundai,Hyundai Ioniq,2024 Hyundai Ioniq 5 N,2024,,,Hatchback/Car,295430,163,80,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/8d16325eb7974a948627b3cd77f30f52,https://sketchfab.com/models/8d16325eb7974a948627b3cd77f30f52/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
3fc37cd0e0cf436d97ac234632f3f3d9,PRIORITY A,First QC queue,Hyundai,Hyundai IONIQ 6,2023 Hyundai IONIQ 6,2023,,,Hatchback/Car,502447,9,84,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/3fc37cd0e0cf436d97ac234632f3f3d9,https://sketchfab.com/models/3fc37cd0e0cf436d97ac234632f3f3d9/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
bb927b0cd4404b4abc3acaf30d41e0ce,PRIORITY B,Manual metadata/visual review,Hyundai,Hyundai Kona,Hyundai Kona,,,,Hatchback/Car,606511,8,77,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/bb927b0cd4404b4abc3acaf30d41e0ce,https://sketchfab.com/models/bb927b0cd4404b4abc3acaf30d41e0ce/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
07fae8a344984f24bf2bccf83f4e9efc,PRIORITY A,First QC queue,Hyundai,Hyundai Kona,Hyundai Kona 2021,2021,,,Hatchback/Car,2059433,8,84,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/07fae8a344984f24bf2bccf83f4e9efc,https://sketchfab.com/models/07fae8a344984f24bf2bccf83f4e9efc/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
26c27a6e061d4776b750e483b933df79,PRIORITY A,First QC queue,Hyundai,Hyundai Kona,2025 Hyundai Kona N Line,2025,,N Line,Hatchback/Car,794108,93,89,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/26c27a6e061d4776b750e483b933df79,https://sketchfab.com/models/26c27a6e061d4776b750e483b933df79/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
dbb5b758a2574cd9bd4e502e079d5ddd,PRIORITY B,Manual metadata/visual review,Hyundai,Hyundai Santa Fe,Hyundai Santa Fe,,,,Hatchback/Car,3669155,7,68,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/dbb5b758a2574cd9bd4e502e079d5ddd,https://sketchfab.com/models/dbb5b758a2574cd9bd4e502e079d5ddd/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
b33c872e79b24508a1b9213e3537651c,PRIORITY B,Manual metadata/visual review,Hyundai,Hyundai Santa Fe,2004 Hyundai Santa- Fe,2004,,,Hatchback/Car,1500000,0,73,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/b33c872e79b24508a1b9213e3537651c,https://sketchfab.com/models/b33c872e79b24508a1b9213e3537651c/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
e3ca827d14bb49449cdcd0d34e2c8120,PRIORITY B,Manual metadata/visual review,Hyundai,Hyundai Santa Fe,HYUNDAI SANTA FE 2012,2012,,,Hatchback/Car,1497120,0,76,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/e3ca827d14bb49449cdcd0d34e2c8120,https://sketchfab.com/models/e3ca827d14bb49449cdcd0d34e2c8120/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
cc3cc1e967724a6eadca1ab6032ddfad,PRIORITY A,First QC queue,Hyundai,Hyundai Santa Fe,2015 Hyundai Santa Fe,2015,,,Hatchback/Car,907899,5,83,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/cc3cc1e967724a6eadca1ab6032ddfad,https://sketchfab.com/models/cc3cc1e967724a6eadca1ab6032ddfad/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
0b21aa4f375249ff9fd421a0e41aa55e,PRIORITY B,Manual metadata/visual review,Hyundai,Hyundai Santa Fe,2020 Hyundai Santa Fe TM 380T HTrac China,2020,,,Hatchback/Car,125680,96,72,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/0b21aa4f375249ff9fd421a0e41aa55e,https://sketchfab.com/models/0b21aa4f375249ff9fd421a0e41aa55e/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
61d49eecdf7648659c8f091e63dcfca9,PRIORITY A,First QC queue,Hyundai,Hyundai Santa Fe,2024 Hyundai Santa Fe,2024,,,Hatchback/Car,1824870,23,86,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/61d49eecdf7648659c8f091e63dcfca9,https://sketchfab.com/models/61d49eecdf7648659c8f091e63dcfca9/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
574deec95f094e9192b0023d3d4ad607,PRIORITY B,Manual metadata/visual review,Hyundai,Hyundai Tucson,Hyundai Tucson 2022,2022,,,Hatchback/Car,496000,8,79,1,1,Nieve5677,CC BY,Web-verified CC BY,CC BY recorded at collection time — recheck live page and preserve attribution,https://sketchfab.com/3d-models/574deec95f094e9192b0023d3d4ad607,https://sketchfab.com/models/574deec95f094e9192b0023d3d4ad607/download,New scrape — 29 Jul 2026,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
84b503d8606542ae80c09a859e9fd2f2,PRIORITY A,First QC queue,Hyundai,Ioniq 6,Hyundai Ioniq 6,,,,Hatchback/Car,1005938,41,80,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/84b503d8606542ae80c09a859e9fd2f2,https://sketchfab.com/models/84b503d8606542ae80c09a859e9fd2f2/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
343a128d7284471b91e7c4575910722e,PRIORITY B,Manual metadata/visual review,Hyundai,Kona,Hyundai Kona,,,,Hatchback/Car,248120,101,72,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/343a128d7284471b91e7c4575910722e,https://sketchfab.com/models/343a128d7284471b91e7c4575910722e/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
296a97a6c07041cf9c48f8a303315ed2,PRIORITY B,Manual metadata/visual review,Jaguar,I-Pace,Jaguar I-Pace,,,,Hatchback/Car,274989,23,69,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/296a97a6c07041cf9c48f8a303315ed2,https://sketchfab.com/models/296a97a6c07041cf9c48f8a303315ed2/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
f3865ee652474fcc969196e4bfc3493d,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar F-Pace,Jaguar F- Pace,,,,Hatchback/Car,379300,1,64,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/f3865ee652474fcc969196e4bfc3493d,https://sketchfab.com/models/f3865ee652474fcc969196e4bfc3493d/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
f02a53a87b744d09a6cedceb568c4580,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar F-Pace,jaguar f-pace,,,,Hatchback/Car,1144970,1,64,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/f02a53a87b744d09a6cedceb568c4580,https://sketchfab.com/models/f02a53a87b744d09a6cedceb568c4580/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
83cebeac693348468481a41f587e1463,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XE,Jaguar XE 2020,2020,,,Hatchback/Car,1369710,8,74,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/83cebeac693348468481a41f587e1463,https://sketchfab.com/models/83cebeac693348468481a41f587e1463/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
77d9c7c9d2ad449da88d62848341af9f,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XF,Jaguar XF-RS,,,,Hatchback/Car,448483,7,67,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/77d9c7c9d2ad449da88d62848341af9f,https://sketchfab.com/models/77d9c7c9d2ad449da88d62848341af9f/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
e50dfa6e6ac74bc9b9165678e5f69276,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XF,Jaguar XF,,,,Hatchback/Car,1032897,7,67,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/e50dfa6e6ac74bc9b9165678e5f69276,https://sketchfab.com/models/e50dfa6e6ac74bc9b9165678e5f69276/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
72c1381b55264a9ebeea050aa3c7c6d5,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XF,Jaguar XF-RS,,,,Hatchback/Car,354642,5,66,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/72c1381b55264a9ebeea050aa3c7c6d5,https://sketchfab.com/models/72c1381b55264a9ebeea050aa3c7c6d5/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
1ff81305c2ce45f5ba434d650196431c,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XF,Silver Jaguar XF,,,,Hatchback/Car,332859,3,65,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/1ff81305c2ce45f5ba434d650196431c,https://sketchfab.com/models/1ff81305c2ce45f5ba434d650196431c/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
e01e9694ab914135814be921681d6fc9,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XF,Jaguar XF,,,,Hatchback/Car,225315,1,64,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/e01e9694ab914135814be921681d6fc9,https://sketchfab.com/models/e01e9694ab914135814be921681d6fc9/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
a7a865ac27f6458bb42525e4aebb2a56,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XF,Jaguar XF MK1 (X250) 2007-2015,2007–2015,"Mk1, X250",,Hatchback/Car,568692,9,71,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/a7a865ac27f6458bb42525e4aebb2a56,https://sketchfab.com/models/a7a865ac27f6458bb42525e4aebb2a56/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
36e8b609ab42489aaead26c208ef4360,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XF,2014 Jaguar XF-RS (X250),2014,X250,,Hatchback/Car,264962,36,74,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/36e8b609ab42489aaead26c208ef4360,https://sketchfab.com/models/36e8b609ab42489aaead26c208ef4360/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
b032cfc819fe489ebec28508ac36f8de,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XJ,Jaguar XJ 2010,2010,,,Hatchback/Car,1115107,28,73,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/b032cfc819fe489ebec28508ac36f8de,https://sketchfab.com/models/b032cfc819fe489ebec28508ac36f8de/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
ce7dfd765748429f8f64b7683b49d581,PRIORITY B,Manual metadata/visual review,Jaguar,Jaguar XJ,2015 jaguar xj,2015,,,Hatchback/Car,1110037,2,71,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/3d-models/ce7dfd765748429f8f64b7683b49d581,https://sketchfab.com/models/ce7dfd765748429f8f64b7683b49d581/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
dbcdbe947a6844bdbdf2506c7bc1baee,PRIORITY B,Manual metadata/visual review,Jeep,Avenger,Jeep-avenger realease saint - martin market,,,,Hatchback/Car,1751906,2,74,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/dbcdbe947a6844bdbdf2506c7bc1baee,https://sketchfab.com/models/dbcdbe947a6844bdbdf2506c7bc1baee/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
34c676e725614e7797b4938be6a82b1e,PRIORITY B,Manual metadata/visual review,Jeep,Compass,Jeep Compass 3D Model,,,,Hatchback/Car,425379,3,65,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/34c676e725614e7797b4938be6a82b1e,https://sketchfab.com/models/34c676e725614e7797b4938be6a82b1e/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
09b4643f664b4117a70acb4cec39dd80,PRIORITY B,Manual metadata/visual review,Jeep,Compass,Jeep Compass Limited,,,,Hatchback/Car,178728,1,57,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/09b4643f664b4117a70acb4cec39dd80,https://sketchfab.com/models/09b4643f664b4117a70acb4cec39dd80/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
db290d170f3d4b09b1e57e122c14507a,PRIORITY B,Manual metadata/visual review,Jeep,Compass,Jeep Compass 2008,2008,,,Hatchback/Car,1499858,0,76,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/db290d170f3d4b09b1e57e122c14507a,https://sketchfab.com/models/db290d170f3d4b09b1e57e122c14507a/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
7181289a07794a6ead28ffd56bfbbc1d,PRIORITY B,Manual metadata/visual review,Jeep,Compass,JEEP COMPASS 2021,2021,,,Hatchback/Car,486605,26,76,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/7181289a07794a6ead28ffd56bfbbc1d,https://sketchfab.com/models/7181289a07794a6ead28ffd56bfbbc1d/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
8e1f15e0191d4bf38026ea8a85c05d14,PRIORITY B,Manual metadata/visual review,Jeep,Compass,Jeep_compass_2021,2021,,,Hatchback/Car,486581,1,71,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/8e1f15e0191d4bf38026ea8a85c05d14,https://sketchfab.com/models/8e1f15e0191d4bf38026ea8a85c05d14/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
6bafa70ee29243ab8205cb54b109a9fe,PRIORITY A,First QC queue,Jeep,Compass,Jeep Compass Limited 2022,2022,,,Hatchback/Car,665454,4,82,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/6bafa70ee29243ab8205cb54b109a9fe,https://sketchfab.com/models/6bafa70ee29243ab8205cb54b109a9fe/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
cd58aa682fab407884f671966fdbccc5,PRIORITY B,Manual metadata/visual review,Jeep,Compass,Jeep Compass 2026,2026,,,Hatchback/Car,1499792,0,79,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/cd58aa682fab407884f671966fdbccc5,https://sketchfab.com/models/cd58aa682fab407884f671966fdbccc5/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
02f097f52a41447a8018c880a1660825,PRIORITY B,Manual metadata/visual review,Jeep,Renegade,Jeep renegade,,,,Hatchback/Car,621402,4,75,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/02f097f52a41447a8018c880a1660825,https://sketchfab.com/models/02f097f52a41447a8018c880a1660825/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
0e34393727c246848fbe6adb517f65f2,PRIORITY B,Manual metadata/visual review,Jeep,Renegade,Jeep Renegade 1975,1975,,,Hatchback/Car,238730,6,64,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/0e34393727c246848fbe6adb517f65f2,https://sketchfab.com/models/0e34393727c246848fbe6adb517f65f2/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
9cc773cb7f6e4f10893ea460aa11654b,PRIORITY B,Manual metadata/visual review,Jeep,Renegade,2021 Jeep Renegade,2021,,,Hatchback/Car,233000,18,75,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/9cc773cb7f6e4f10893ea460aa11654b,https://sketchfab.com/models/9cc773cb7f6e4f10893ea460aa11654b/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
531f120594d946be8cd9d87b5095f856,PRIORITY A,First QC queue,Jeep,Wrangler,Jeep Wrangler 3D Model,,,,Hatchback/Car,892670,161,83,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/531f120594d946be8cd9d87b5095f856,https://sketchfab.com/models/531f120594d946be8cd9d87b5095f856/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
b1d4702c51e84f79b3e1e0edaa69b6fa,PRIORITY B,Manual metadata/visual review,Jeep,Wrangler,jeep wrangler adventure + rubicon,,,,Hatchback/Car,654048,21,79,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/b1d4702c51e84f79b3e1e0edaa69b6fa,https://sketchfab.com/models/b1d4702c51e84f79b3e1e0edaa69b6fa/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
4d6ecea0d2f6474586d6facd408744fc,PRIORITY B,Manual metadata/visual review,Jeep,Wrangler,Jeep Wrangler,,,,Hatchback/Car,710336,12,78,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/4d6ecea0d2f6474586d6facd408744fc,https://sketchfab.com/models/4d6ecea0d2f6474586d6facd408744fc/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
c8ccef3c01f5479bb10f85328297e083,PRIORITY B,Manual metadata/visual review,Jeep,Wrangler,Day 48: Jeep Wrangler,,,,Hatchback/Car,314442,49,70,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/c8ccef3c01f5479bb10f85328297e083,https://sketchfab.com/models/c8ccef3c01f5479bb10f85328297e083/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
d92d7bda85c540cba880da9e9145a9a8,PRIORITY B,Manual metadata/visual review,Jeep,Wrangler,Day 111: Jeep Wrangler,,,,Hatchback/Car,337496,19,69,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/d92d7bda85c540cba880da9e9145a9a8,https://sketchfab.com/models/d92d7bda85c540cba880da9e9145a9a8/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
dece25a8373f4ababb1b95975c4c5fdc,PRIORITY B,Manual metadata/visual review,Jeep,Wrangler,Jeep Wrangler 1989,1989,,,Hatchback/Car,1462554,8,75,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/dece25a8373f4ababb1b95975c4c5fdc,https://sketchfab.com/models/dece25a8373f4ababb1b95975c4c5fdc/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
00e6dba30cdd47eeb37a5a0a4d79d084,PRIORITY A,First QC queue,Jeep,Wrangler,Jeep wrangler 1997 Reworked,1997,,,Hatchback/Car,663174,68,82,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/00e6dba30cdd47eeb37a5a0a4d79d084,https://sketchfab.com/models/00e6dba30cdd47eeb37a5a0a4d79d084/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
a713161ef2044b308f270de3d60c0e3d,PRIORITY A,First QC queue,Jeep,Wrangler,Jeep wrangler 1997,1997,,,Hatchback/Car,838542,43,81,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/a713161ef2044b308f270de3d60c0e3d,https://sketchfab.com/models/a713161ef2044b308f270de3d60c0e3d/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
e70b7558c605496ca192838c1ba42187,PRIORITY B,Manual metadata/visual review,Jeep,Wrangler,Jeep Wrangler Rubicon 2010,2010,,,Hatchback/Car,393429,7,71,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/e70b7558c605496ca192838c1ba42187,https://sketchfab.com/models/e70b7558c605496ca192838c1ba42187/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
dfca2d5babb84f1081b63c6e185d34d7,PRIORITY B,Manual metadata/visual review,Kia,Ev9,kia_ev9_gtline_24,,,,Hatchback/Car,572516,17,78,1,1,,,Pending live-page verification,NOT VERIFIED — do not publish commercially until the live licence is checked,https://sketchfab.com/models/dfca2d5babb84f1081b63c6e185d34d7,https://sketchfab.com/models/dfca2d5babb84f1081b63c6e185d34d7/download,Original V3,YES,Pending,Pending,Pending,Pending,Pending,Pending,HOLD,Real source-linked everyday-car candidate; licence and visual GLB checks are still required.
